                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.45942,                 0.5474,                0.29186,                0.82502,                 0.9371,                0.92667,                0.94729,                0.83493,                0.95182,                0.94006,                0.96187,                0.76956,                0.60979,                0.75088,                0.39274,                 0.9476,             0.00034997,             0.00034997,             0.00034997
                    106,                0.46851,                0.53812,                0.29616,                 0.8338,                0.92285,                0.93544,                0.94949,                0.83211,                0.93104,                0.94468,                0.96103,                0.77106,                0.61419,                0.73916,                 0.3948,                0.94969,             0.00034643,             0.00034643,             0.00034643
                    107,                0.46262,                0.53007,                0.28609,                0.83066,                0.93787,                0.93625,                0.95344,                0.83756,                0.94827,                0.94591,                0.96337,                0.78172,                0.60504,                0.73296,                0.39357,                 0.9487,              0.0003429,              0.0003429,              0.0003429
                    108,                0.47931,                0.51308,                0.28295,                0.82368,                0.93613,                0.91086,                0.95052,                0.83526,                0.93571,                0.93448,                 0.9614,                0.78454,                0.60547,                0.74288,                0.39413,                0.93956,             0.00033936,             0.00033936,             0.00033936
                    109,                 0.4446,                0.51225,                0.27692,                0.82208,                0.92503,                0.93289,                0.95299,                0.83696,                0.94273,                0.93383,                0.96043,                 0.7789,                0.60868,                0.72813,                0.39053,                0.94277,             0.00033583,             0.00033583,             0.00033583
                    110,                0.44186,                0.51456,                0.28372,                0.80929,                0.92119,                0.92657,                0.94481,                 0.8331,                0.93412,                0.94142,                0.95783,                0.77995,                0.60168,                0.71904,                 0.3995,                0.93358,              0.0003323,              0.0003323,              0.0003323
                    111,                0.44613,                0.52037,                0.30779,                 0.8201,                0.92118,                0.93769,                0.95304,                0.83876,                0.93557,                 0.9422,                0.96238,                0.78161,                0.61034,                0.76387,                0.37692,                0.93594,             0.00032876,             0.00032876,             0.00032876
                    112,                0.44128,                0.53379,                0.27563,                0.82315,                 0.9263,                0.93088,                0.94692,                0.82944,                0.94752,                0.93607,                0.96211,                0.77245,                0.60886,                0.74142,                0.39669,                0.93748,             0.00032523,             0.00032523,             0.00032523
                    113,                0.42874,                0.52265,                0.26485,                0.81551,                0.94319,                 0.9175,                0.94721,                0.83121,                0.95123,                0.93536,                0.96121,                0.78566,                0.60071,                 0.7495,                0.40232,                   0.93,             0.00032169,             0.00032169,             0.00032169
                    114,                0.44068,                0.52145,                0.28627,                0.81644,                0.94922,                0.92788,                0.95784,                0.83714,                 0.9483,                0.94899,                0.96754,                0.78565,                0.61855,                0.74723,                0.39106,                0.94386,             0.00031816,             0.00031816,             0.00031816
                    115,                0.44086,                0.50397,                0.28008,                0.81359,                0.93284,                0.93714,                0.95618,                0.84011,                0.95197,                0.94244,                0.96828,                0.78989,                0.62063,                0.74331,                0.38124,                0.95135,             0.00031462,             0.00031462,             0.00031462
                    116,                 0.4492,                0.54356,                0.28885,                0.81981,                0.94475,                0.92754,                0.95635,                0.84487,                0.96047,                0.94131,                0.96979,                0.79809,                0.62615,                0.72517,                0.37874,                0.94272,             0.00031109,             0.00031109,             0.00031109
                    117,                0.43265,                0.51604,                0.26439,                0.81626,                0.93593,                 0.9169,                 0.9524,                0.84118,                0.93921,                0.94283,                0.96603,                0.78062,                0.61024,                0.73085,                0.39151,                0.93718,             0.00030756,             0.00030756,             0.00030756
                    118,                0.45014,                0.53371,                0.27419,                 0.8168,                0.93674,                0.91982,                0.94683,                0.83587,                0.94943,                0.93199,                 0.9627,                0.78349,                0.60528,                0.72067,                 0.3886,                0.92964,             0.00030402,             0.00030402,             0.00030402
                    119,                 0.4232,                0.49456,                0.27113,                0.81452,                0.94186,                0.91571,                0.94829,                0.83748,                 0.9385,                0.94059,                0.96343,                 0.7827,                0.59969,                0.73354,                0.38162,                0.93577,             0.00030049,             0.00030049,             0.00030049
                    120,                0.43154,                0.50686,                 0.2589,                0.82331,                0.93064,                0.91488,                0.94542,                0.83293,                0.93946,                0.93209,                0.95997,                0.78203,                0.60128,                  0.725,                 0.3914,                0.93549,             0.00029695,             0.00029695,             0.00029695
                    121,                0.41887,                 0.4652,                0.26168,                0.82144,                0.92826,                0.93148,                0.94591,                0.83315,                0.95967,                0.93536,                0.96811,                 0.7779,                0.59958,                0.73758,                0.38068,                0.93388,             0.00029342,             0.00029342,             0.00029342
                    122,                 0.4511,                0.53362,                0.26782,                0.81653,                0.94077,                0.93134,                0.95405,                0.83862,                0.95324,                0.94492,                0.96352,                0.77441,                0.60447,                0.75729,                0.37718,                0.93473,             0.00028988,             0.00028988,             0.00028988
                    123,                0.41785,                0.49699,                0.25193,                0.80998,                0.92273,                0.93846,                0.95165,                 0.8344,                0.94492,                0.93948,                0.96142,                0.77701,                0.59738,                0.77246,                0.38193,                0.93436,             0.00028635,             0.00028635,             0.00028635
                    124,                0.40909,                0.48283,                0.25315,                0.81085,                0.92434,                 0.9341,                0.95989,                0.84513,                0.92617,                0.94444,                0.96562,                0.78867,                0.59959,                0.72836,                0.37578,                0.93421,             0.00028282,             0.00028282,             0.00028282
                    125,                 0.4335,                0.53179,                0.25678,                0.83093,                0.92561,                0.93841,                0.95949,                0.84476,                0.93294,                0.94583,                0.96799,                 0.7825,                0.59104,                0.73693,                0.37244,                0.93052,             0.00027928,             0.00027928,             0.00027928
                    126,                0.42005,                0.50957,                0.25451,                0.82069,                0.93807,                0.92892,                0.95608,                0.84689,                0.94232,                0.94445,                0.96557,                0.78319,                0.59031,                0.73898,                0.37048,                0.92874,             0.00027575,             0.00027575,             0.00027575
                    127,                0.41194,                0.48756,                0.25851,                0.81221,                0.93732,                0.92769,                0.95628,                 0.8375,                0.94789,                0.94213,                0.96072,                0.78411,                0.59009,                 0.7192,                0.36242,                0.93252,             0.00027221,             0.00027221,             0.00027221
                    128,                0.41511,                0.50876,                0.25287,                0.82348,                0.92313,                0.93059,                0.95365,                0.84471,                0.93656,                0.94032,                0.96344,                0.77973,                0.60339,                0.73577,                0.37227,                0.94644,             0.00026868,             0.00026868,             0.00026868
                    129,                0.40947,                0.48728,                0.25005,                0.80397,                0.92905,                0.94245,                0.95962,                0.84947,                0.95052,                0.94505,                0.96849,                0.78527,                0.59119,                0.72264,                0.36989,                0.93619,             0.00026514,             0.00026514,             0.00026514
                    130,                0.40747,                0.46581,                 0.2567,                0.81202,                  0.938,                0.92021,                0.95782,                0.84382,                0.94751,                0.94024,                0.96607,                0.78737,                0.59989,                0.73304,                0.37974,                0.94118,             0.00026161,             0.00026161,             0.00026161
                    131,                0.41841,                0.50922,                0.25594,                0.81182,                0.94604,                0.92767,                0.95583,                0.84481,                0.94968,                0.93307,                0.96515,                 0.7857,                0.59866,                 0.7298,                0.36774,                0.94417,             0.00025808,             0.00025808,             0.00025808
                    132,                0.39946,                 0.4468,                0.24807,                0.81123,                0.92965,                0.92756,                0.94987,                0.83853,                0.95095,                0.93042,                0.96104,                0.78093,                0.59944,                0.73781,                0.37384,                0.93879,             0.00025454,             0.00025454,             0.00025454
                    133,                0.40148,                 0.4563,                0.25726,                 0.8099,                0.94258,                0.91423,                0.95322,                0.83593,                0.94727,                0.92248,                 0.9601,                 0.7794,                0.60039,                0.74656,                0.38145,                0.93599,             0.00025101,             0.00025101,             0.00025101
                    134,                0.39967,                0.49864,                0.24193,                0.79397,                0.93013,                0.92622,                0.95151,                 0.8428,                0.94407,                0.93939,                0.96005,                0.77897,                0.58347,                0.73971,                0.37552,                0.92943,             0.00024747,             0.00024747,             0.00024747
                    135,                0.40592,                0.47792,                0.25583,                0.81317,                0.93006,                0.92348,                0.94967,                0.84442,                0.94015,                 0.9336,                0.95763,                0.77959,                0.58406,                0.72846,                0.38264,                0.92355,             0.00024394,             0.00024394,             0.00024394
                    136,                0.43366,                0.49208,                0.26614,                0.83087,                0.93556,                 0.9272,                0.95484,                0.84443,                0.94436,                0.93659,                0.96159,                 0.7847,                 0.5849,                0.71329,                0.37181,                0.92569,              0.0002404,              0.0002404,              0.0002404
                    137,                0.38715,                0.50158,                0.24466,                0.79561,                0.93622,                0.93772,                0.95722,                0.84902,                 0.9418,                0.94089,                0.96255,                0.78845,                0.58085,                0.70359,                0.37191,                0.92628,             0.00023687,             0.00023687,             0.00023687
                    138,                0.39644,                 0.4863,                0.24965,                0.80989,                0.94377,                0.93173,                 0.9558,                0.84823,                0.94517,                0.95011,                0.96316,                0.78592,                0.58057,                0.72138,                0.36086,                0.92483,             0.00023334,             0.00023334,             0.00023334
                    139,                0.38805,                0.48545,                0.24682,                0.79296,                0.93132,                0.94417,                0.95802,                0.84939,                0.93997,                0.95373,                0.96538,                0.79093,                 0.5859,                 0.7311,                0.35908,                 0.9273,              0.0002298,              0.0002298,              0.0002298
                    140,                0.38824,                0.48493,                0.24091,                 0.8028,                0.92462,                0.93937,                0.95554,                0.84487,                0.94076,                0.94686,                0.96467,                0.78689,                0.58783,                 0.7402,                0.35885,                0.93292,             0.00022627,             0.00022627,             0.00022627
                    141,                0.39853,                0.46322,                0.24699,                0.81197,                0.92994,                0.93981,                0.95536,                0.84873,                0.93849,                0.94939,                0.96531,                0.78732,                0.57728,                0.72417,                0.36535,                0.92478,             0.00022273,             0.00022273,             0.00022273
                    142,                 0.3917,                0.49221,                0.23527,                0.80152,                0.95052,                0.92533,                0.95807,                0.84921,                0.95224,                0.94134,                0.96518,                0.78669,                0.59046,                 0.7285,                0.36835,                0.93272,              0.0002192,              0.0002192,              0.0002192
                    143,                0.38496,                0.47229,                0.23447,                0.79923,                0.93463,                0.93888,                0.95899,                0.84705,                0.95054,                0.94452,                0.96795,                0.78828,                0.58744,                0.74555,                0.35719,                0.93268,             0.00021566,             0.00021566,             0.00021566
                    144,                0.39545,                0.48102,                0.23848,                0.80711,                0.93483,                0.93748,                0.95629,                 0.8479,                0.94541,                0.94567,                0.96693,                0.78818,                 0.5897,                0.73326,                0.35948,                0.93582,             0.00021213,             0.00021213,             0.00021213
                    145,                0.37786,                0.44678,                0.23584,                0.79292,                0.94563,                 0.9298,                0.95892,                0.84565,                0.95621,                0.94571,                0.97024,                0.78803,                0.58824,                0.74242,                0.36391,                0.93477,              0.0002086,              0.0002086,              0.0002086
                    146,                0.39582,                0.46484,                0.23302,                 0.8173,                0.93968,                0.93914,                0.95816,                0.85308,                0.94342,                0.95017,                0.96753,                0.78753,                0.58485,                0.74112,                0.35653,                0.92764,             0.00020506,             0.00020506,             0.00020506
                    147,                0.39231,                0.47989,                0.23976,                0.81568,                0.93487,                0.93437,                0.95616,                0.84831,                0.94903,                0.94139,                0.96602,                 0.7857,                  0.581,                0.74188,                0.35312,                0.92953,             0.00020153,             0.00020153,             0.00020153
                    148,                0.37898,                 0.4569,                0.24908,                 0.8066,                0.93427,                 0.9434,                0.95955,                0.85141,                0.94092,                0.95292,                 0.9679,                0.78552,                0.59025,                0.74775,                0.35338,                0.93736,             0.00019799,             0.00019799,             0.00019799
                    149,                0.37281,                 0.4391,                0.23774,                0.80515,                 0.9407,                0.93995,                0.95669,                0.84963,                0.94409,                0.94482,                0.96419,                0.78715,                0.59143,                0.73444,                0.34781,                0.93964,             0.00019446,             0.00019446,             0.00019446
                    150,                0.38611,                0.46967,                0.23501,                0.80962,                0.93996,                0.93777,                0.95708,                0.84702,                0.94696,                0.94627,                0.96655,                 0.7879,                0.58638,                0.73988,                0.35616,                0.93334,             0.00019092,             0.00019092,             0.00019092
                    151,                0.39254,                0.44847,                0.24206,                0.80231,                0.93011,                0.94472,                 0.9536,                0.84943,                0.94097,                0.95263,                0.96426,                0.79123,                 0.5849,                0.73088,                 0.3592,                0.93088,             0.00018739,             0.00018739,             0.00018739
                    152,                0.36951,                0.43345,                0.22814,                0.80751,                0.94691,                 0.9343,                0.95747,                0.84916,                0.94452,                0.95262,                0.96783,                0.78567,                0.58977,                 0.7369,                0.36926,                0.93632,             0.00018385,             0.00018385,             0.00018385
                    153,                0.37768,                 0.5038,                0.22726,                0.79872,                0.93017,                0.93575,                0.95524,                0.84861,                0.94272,                0.94901,                0.96595,                0.78851,                0.59094,                0.73218,                0.35736,                0.94066,             0.00018032,             0.00018032,             0.00018032
                    154,                0.37048,                0.46696,                0.22629,                0.80004,                0.94234,                0.92198,                0.95736,                0.84752,                0.94884,                0.93586,                0.96701,                0.78937,                0.58557,                0.71888,                0.36058,                0.93599,             0.00017679,             0.00017679,             0.00017679
                    155,                0.38305,                0.47625,                0.24264,                0.80379,                0.94595,                0.92776,                0.95709,                 0.8514,                0.95076,                0.94061,                0.96582,                0.78762,                0.58277,                0.72763,                0.35532,                 0.9346,             0.00017325,             0.00017325,             0.00017325
                    156,                0.35838,                0.46451,                0.21917,                0.79605,                0.93645,                0.94521,                0.96175,                 0.8553,                0.93979,                0.95667,                0.96662,                0.78743,                0.58856,                0.74326,                0.35501,                0.93981,             0.00016972,             0.00016972,             0.00016972
                    157,                0.38531,                0.46819,                0.23799,                0.80091,                0.94175,                 0.9413,                0.96005,                0.85296,                0.95038,                0.95373,                0.96731,                0.78881,                  0.586,                0.74741,                0.35651,                0.93879,             0.00016618,             0.00016618,             0.00016618
                    158,                0.36996,                0.44577,                0.23703,                  0.803,                0.94345,                0.93107,                0.95816,                0.85012,                0.95066,                0.93912,                0.96274,                0.78136,                0.58227,                0.74646,                0.35351,                0.93571,             0.00016265,             0.00016265,             0.00016265
                    159,                0.37104,                0.46789,                0.22503,                 0.8026,                 0.9472,                0.92876,                0.95993,                0.85055,                0.94645,                0.93973,                0.96665,                0.78849,                0.57917,                0.73942,                0.35567,                0.93128,             0.00015911,             0.00015911,             0.00015911
                    160,                0.35639,                 0.4694,                0.21808,                0.79901,                0.94625,                 0.9399,                0.96374,                0.85437,                0.94616,                0.95233,                0.96856,                0.79566,                0.57821,                0.74439,                0.34803,                0.93517,             0.00015558,             0.00015558,             0.00015558
                    161,                0.35693,                0.42049,                0.22109,                0.79112,                0.92796,                0.94716,                0.95939,                0.85394,                0.94576,                0.94472,                 0.9667,                0.79179,                0.57646,                0.74422,                0.34627,                0.93536,             0.00015205,             0.00015205,             0.00015205
                    162,                0.36966,                0.45534,                0.22738,                0.79843,                0.94845,                0.92835,                0.95994,                0.85413,                0.94879,                0.95338,                 0.9724,                0.78933,                0.57491,                0.74975,                0.35161,                0.93387,             0.00014851,             0.00014851,             0.00014851
                    163,                 0.3637,                 0.4357,                0.22221,                0.79036,                 0.9383,                0.94251,                0.96072,                 0.8557,                0.94849,                0.95108,                0.97054,                0.79663,                0.57582,                0.74047,                  0.351,                0.93432,             0.00014498,             0.00014498,             0.00014498
                    164,                0.35479,                0.49098,                0.21686,                0.79689,                0.93695,                0.93482,                0.96025,                0.85727,                0.94846,                0.94463,                0.97221,                0.79869,                0.57979,                0.72052,                0.34796,                0.93294,             0.00014144,             0.00014144,             0.00014144
                    165,                0.36488,                0.44162,                0.22071,                0.80972,                0.93891,                0.94348,                0.96031,                0.85119,                0.95267,                0.94968,                0.97047,                0.79221,                0.58369,                0.72646,                0.34085,                0.93327,             0.00013791,             0.00013791,             0.00013791
                    166,                0.34927,                0.43282,                0.21643,                0.80401,                0.95035,                0.93789,                0.96241,                0.85271,                0.95609,                0.94494,                0.96941,                0.79786,                0.58579,                0.73415,                0.34306,                0.93363,             0.00013437,             0.00013437,             0.00013437
                    167,                0.34438,                0.42163,                0.21602,                0.79685,                0.95282,                0.93361,                0.96242,                0.85659,                0.95368,                0.94261,                0.96853,                0.79451,                 0.5778,                0.75357,                0.34982,                0.93535,             0.00013084,             0.00013084,             0.00013084
                    168,                0.33748,                0.43029,                0.20347,                0.79476,                0.95248,                0.93482,                0.96366,                0.85415,                0.95323,                0.94681,                0.96987,                0.79078,                0.58741,                0.75863,                0.35091,                0.94457,             0.00012731,             0.00012731,             0.00012731
                    169,                0.37144,                0.45063,                0.21782,                 0.7999,                0.94949,                0.93805,                0.96465,                0.85439,                0.95465,                 0.9445,                0.96986,                0.79032,                 0.5844,                0.75855,                0.35001,                0.94268,             0.00012377,             0.00012377,             0.00012377
                    170,                0.35634,                0.45514,                0.21746,                0.80297,                0.95034,                0.93779,                0.96379,                0.85558,                0.95706,                0.94659,                0.96961,                0.79255,                0.58169,                0.76359,                0.34483,                0.94108,             0.00012024,             0.00012024,             0.00012024
                    171,                0.34504,                0.43792,                0.21081,                0.79741,                0.94798,                 0.9329,                0.96298,                0.85513,                0.95207,                0.94466,                0.97013,                0.79419,                 0.5791,                0.75832,                0.34321,                0.93906,              0.0001167,              0.0001167,              0.0001167
                    172,                0.34249,                0.44626,                0.21077,                0.79828,                0.92824,                0.94331,                0.96082,                0.85776,                0.94293,                 0.9545,                0.97031,                0.79457,                0.57918,                0.75138,                0.34352,                0.93967,             0.00011317,             0.00011317,             0.00011317
                    173,                0.34286,                0.41315,                 0.2167,                0.80839,                0.93027,                0.94652,                0.96254,                0.85498,                0.93812,                 0.9524,                0.96774,                0.79382,                0.57801,                0.76288,                0.34465,                0.93489,             0.00010963,             0.00010963,             0.00010963
                    174,                 0.3378,                0.42761,                0.20665,                0.79685,                0.93379,                 0.9472,                0.96166,                0.85561,                0.93999,                0.95306,                0.96766,                0.79337,                0.57889,                0.75644,                  0.341,                0.93401,              0.0001061,              0.0001061,              0.0001061
                    175,                0.34027,                0.41904,                0.21072,                0.78782,                0.93694,                0.94421,                0.96013,                 0.8523,                0.94396,                0.95044,                 0.9664,                0.79283,                0.58164,                0.75729,                0.34508,                0.93725,             0.00010257,             0.00010257,             0.00010257
                    176,                0.33549,                0.43537,                0.20698,                0.80268,                0.94995,                 0.9366,                0.96144,                0.85497,                0.95267,                0.94493,                0.96836,                0.79392,                0.57914,                0.75487,                0.33862,                0.93833,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    177,                0.32417,                0.42473,                0.19993,                0.79031,                0.95303,                0.93595,                0.96164,                  0.856,                0.95454,                0.93743,                0.96824,                0.79514,                0.57968,                0.76128,                0.33637,                  0.939,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    178,                0.33099,                0.41154,                0.20246,                0.79119,                0.94923,                0.93624,                  0.961,                0.85513,                0.95466,                0.94226,                0.96803,                0.79528,                0.58081,                0.75375,                0.33876,                0.93607,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    179,                0.32611,                0.43273,                0.20052,                0.81176,                0.94328,                0.93691,                0.96146,                 0.8554,                0.94779,                0.94714,                0.96914,                0.80118,                  0.584,                0.76073,                0.33957,                0.93887,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    180,                0.33681,                0.44916,                0.20262,                0.79637,                0.93526,                0.94962,                0.96155,                0.85375,                0.94063,                0.95507,                0.97001,                0.79955,                0.58551,                0.76668,                  0.338,                0.94138,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    181,                0.33091,                0.43779,                0.20079,                0.78644,                0.94361,                0.93328,                0.95986,                0.85423,                  0.938,                0.95732,                0.96879,                0.79545,                0.58741,                0.78138,                0.33876,                 0.9455,              8.136e-05,              8.136e-05,              8.136e-05
                    182,                0.32085,                0.40653,                0.19418,                0.78106,                0.94473,                0.93843,                0.95954,                 0.8546,                0.94947,                0.95118,                0.96901,                0.79564,                0.58507,                0.77622,                 0.3382,                 0.9436,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    183,                0.31857,                0.42251,                0.20065,                0.77601,                0.94544,                0.93554,                0.96127,                0.85336,                0.95086,                0.94344,                0.96955,                0.79575,                0.57904,                0.78183,                0.33897,                0.94029,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    184,                0.31959,                0.44253,                 0.2005,                0.77958,                0.94734,                0.93391,                0.96071,                0.85549,                0.95421,                 0.9433,                0.96909,                0.79331,                0.58044,                0.77839,                0.34135,                0.93879,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    185,                0.31502,                0.41788,                0.20111,                0.79465,                0.95041,                0.93337,                0.96137,                0.85245,                0.95803,                0.94507,                0.97072,                 0.7938,                0.58498,                0.77281,                0.33987,                0.94182,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    186,                0.32639,                0.45251,                0.19592,                0.79326,                0.94796,                  0.938,                0.96321,                 0.8535,                0.95541,                0.95095,                0.97283,                0.79693,                 0.5844,                0.76634,                0.33228,                0.94445,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    187,                 0.3167,                0.44604,                0.20297,                0.79376,                0.95048,                0.93666,                0.96236,                  0.855,                0.94916,                0.95809,                0.97121,                0.79604,                0.58165,                0.76452,                 0.3315,                0.94376,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    188,                0.30809,                0.40423,                0.19031,                0.78922,                0.95264,                0.93605,                 0.9625,                0.85224,                0.95688,                0.94854,                0.97125,                0.79726,                0.58119,                0.76278,                0.33291,                0.94258,              5.662e-05,              5.662e-05,              5.662e-05
                    189,                0.31102,                0.43377,                0.19101,                0.78072,                0.95047,                0.93744,                0.96263,                0.85535,                0.95978,                0.94895,                0.97115,                0.79975,                0.58038,                0.76525,                 0.3371,                 0.9428,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    190,                0.30323,                0.42287,                0.18975,                0.78056,                0.93903,                0.94796,                0.96243,                 0.8536,                0.94959,                0.95843,                0.97249,                0.80221,                0.57798,                0.76541,                0.33553,                0.94282,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    191,                 0.3078,                0.39508,                0.19102,                0.77705,                0.94522,                0.94194,                 0.9622,                0.85346,                0.95739,                0.95144,                0.97228,                0.80025,                0.57862,                0.76989,                0.33513,                0.94121,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    192,                0.30629,                 0.4127,                0.19185,                0.79521,                0.93557,                0.95293,                0.96192,                0.85645,                0.95102,                0.95667,                 0.9724,                  0.797,                0.57807,                0.77591,                0.33324,                0.94077,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    193,                0.30943,                0.41881,                 0.1968,                0.79455,                0.93332,                0.95229,                0.96238,                0.85677,                0.94454,                0.96087,                 0.9724,                0.79884,                0.57633,                0.77428,                0.33381,                0.94119,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    194,                0.30967,                0.40558,                0.19679,                0.77167,                0.94426,                0.94487,                0.96323,                0.85681,                0.95337,                0.95381,                0.97299,                0.79676,                0.57491,                0.77443,                0.33416,                0.94101,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    195,                0.31071,                0.40808,                0.19368,                0.79031,                 0.9426,                0.94101,                0.96156,                0.85617,                0.95221,                0.95366,                0.97139,                0.79472,                0.57711,                0.77317,                0.33247,                0.94414,              3.188e-05,              3.188e-05,              3.188e-05
                    196,                0.29742,                0.41263,                0.18531,                0.78914,                0.94526,                0.94631,                0.96123,                0.85615,                0.95513,                0.95485,                0.97253,                0.79577,                0.57755,                0.77675,                0.33545,                 0.9445,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    197,                0.31015,                0.41601,                0.18829,                0.78971,                0.94196,                0.94662,                0.96145,                0.85872,                 0.9513,                0.95487,                0.97219,                 0.7962,                0.57818,                0.77627,                 0.3347,                0.94478,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    198,                0.30644,                0.41535,                 0.1988,                0.78215,                0.94557,                0.94563,                0.96164,                0.85596,                0.94829,                0.96207,                 0.9722,                0.79694,                0.57614,                0.77628,                0.33253,                  0.944,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    199,                0.31686,                0.42611,                0.19344,                0.78747,                0.94618,                0.94334,                 0.9621,                 0.8568,                0.95429,                0.95118,                0.97141,                0.79683,                0.57738,                0.77497,                0.33007,                0.94475,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    200,                0.31819,                0.43859,                0.19915,                0.79514,                0.94239,                0.94676,                0.96149,                0.85714,                0.94596,                0.95987,                0.97152,                0.79556,                0.57631,                0.77649,                0.32966,                0.94429,             1.4209e-05,             1.4209e-05,             1.4209e-05
